fecha;producto;presentacion;unidades (kg);ciudad;precio_minimo;precio_maximo;categoria
2025-03-03;Papa Criolla Limpia;Bulto;20;Bogotá;225340;225473;Tuberculo
2025-03-03;Papa Criolla Sucia;Bulto;8;Boyacá;164165;164220;Tuberculo
2025-03-03;Papa Criolla Sucia;Bulto;55;Sogamoso;164445;164538;Tuberculo
2025-03-03;Papa Criolla Sucia;Bulto;91;Tunja;163996;164126;Tuberculo
2025-03-03;Papa Criolla Sucia;Bulto;38;Bogotá;157986;158087;Tuberculo
2025-03-03;Papa Parda Pastusa;Bulto;29;Boyacá;44706;44870;Tuberculo
2025-03-03;Papa Parda Pastusa;Bulto;16;Sogamoso;43817;43884;Tuberculo
2025-03-03;Papa Parda Pastusa;Bulto;59;Tunja;48564;48740;Tuberculo
2025-03-03;Papa Parda Pastusa;Bulto;78;Bogotá;47283;47393;Tuberculo
2025-03-03;Papa Sabanera;Bulto;86;Boyacá;125595;125767;Tuberculo
2025-03-03;Papa Sabanera;Bulto;38;Sogamoso;123330;123452;Tuberculo
2025-03-03;Papa Sabanera;Bulto;97;Tunja;119888;120071;Tuberculo
2025-03-03;Papa Sabanera;Bulto;39;Bogotá;130431;130549;Tuberculo
2025-03-03;Papa Superior;Bulto;9;Boyacá;53317;53485;Tuberculo
2025-03-03;Papa Superior;Bulto;68;Sogamoso;59046;59127;Tuberculo
2025-03-03;Papa Superior;Bulto;65;Tunja;53283;53453;Tuberculo
2025-03-03;Papa Superior;Bulto;13;Bogotá;53667;53771;Tuberculo
2025-03-03;Papa Única;Bulto;8;Boyacá;34584;34727;Tuberculo
2025-03-03;Papa Única;Bulto;6;Sogamoso;29750;29834;Tuberculo
2025-03-03;Papa Única;Bulto;27;Tunja;33918;33981;Tuberculo
2025-03-03;Papa Única;Bulto;74;Bogotá;30709;30810;Tuberculo
2025-03-03;Yuca Llanera;Bolsa;79;Boyacá;111586;111638;Tuberculo
2025-03-03;Yuca Llanera;Bolsa;15;Sogamoso;119982;120126;Tuberculo
2025-03-03;Yuca Llanera;Bolsa;11;Tunja;108621;108726;Tuberculo
2025-03-03;Yuca Llanera;Bolsa;78;Bogotá;127937;128104;Tuberculo
2025-03-03;Arveja Verde En Vaina;Bulto;4;Boyacá;207792;207869;Otros
2025-03-03;Arveja Verde En Vaina;Bulto;88;Sogamoso;236110;236175;Otros
2025-03-03;Arveja Verde En Vaina;Bulto;87;Tunja;206901;207033;Otros
2025-03-03;Arveja Verde En Vaina;Bulto;34;Bogotá;200395;200582;Otros
2025-03-03;Arveja Verde En Vaina Pastusa;Bulto;1;Boyacá;168236;168430;Otros
2025-03-03;Arveja Verde En Vaina Pastusa;Bulto;47;Sogamoso;163738;163811;Otros
2025-03-03;Arveja Verde En Vaina Pastusa;Bulto;50;Tunja;169862;169983;Otros
2025-03-03;Arveja Verde En Vaina Pastusa;Bulto;94;Bogotá;164902;165036;Otros
2025-03-03;Frijol Verde Cargamanto;Bulto;87;Boyacá;219208;219390;Otros
2025-03-03;Frijol Verde Cargamanto;Bulto;74;Sogamoso;208719;208905;Otros
2025-03-03;Frijol Verde Cargamanto;Bulto;14;Tunja;211759;211848;Otros
2025-03-03;Frijol Verde Cargamanto;Bulto;6;Bogotá;193143;193209;Otros
2025-03-03;Habichuela;Bulto;36;Boyacá;245737;245810;Verdura
2025-03-03;Habichuela;Bulto;51;Sogamoso;220791;220987;Verdura
2025-03-03;Habichuela;Bulto;62;Tunja;243331;243514;Verdura
2025-03-03;Habichuela;Bulto;99;Bogotá;224889;225088;Verdura
2025-03-03;Ahuyama;Kilogramo;11;Boyacá;2017;2185;Verdura
2025-03-03;Ahuyama;Kilogramo;8;Sogamoso;2137;2266;Verdura
2025-03-03;Ahuyama;Kilogramo;35;Tunja;2548;2602;Verdura
2025-03-03;Ahuyama;Kilogramo;62;Bogotá;2721;2915;Verdura
2025-03-03;Ahuyamin (Sakata);Bulto;22;Boyacá;59706;59903;Otros
2025-03-03;Ahuyamin (Sakata);Bulto;22;Sogamoso;59497;59576;Otros
2025-03-03;Ahuyamin (Sakata);Bulto;54;Tunja;61158;61342;Otros
2025-03-03;Ahuyamin (Sakata);Bulto;29;Bogotá;59018;59124;Otros
2025-03-03;Ajo;Atado/Manojo;47;Boyacá;52395;52556;Verdura
2025-03-03;Ajo;Atado/Manojo;71;Sogamoso;57870;58032;Verdura
2025-03-03;Ajo;Atado/Manojo;43;Tunja;56746;56906;Verdura
2025-03-03;Ajo;Atado/Manojo;53;Bogotá;58486;58599;Verdura
2025-03-03;Ajo Importado;Caja De Cartón;91;Boyacá;73279;73359;Verdura
2025-03-03;Ajo Importado;Caja De Cartón;65;Sogamoso;75652;75818;Verdura
2025-03-03;Ajo Importado;Caja De Cartón;69;Tunja;70942;71022;Verdura
2025-03-03;Ajo Importado;Caja De Cartón;60;Bogotá;72783;72911;Verdura
2025-03-03;Berenjena;Kilogramo;55;Boyacá;4690;4816;Otros
2025-03-03;Berenjena;Kilogramo;91;Sogamoso;4986;5041;Otros
2025-03-03;Berenjena;Kilogramo;13;Tunja;4217;4311;Otros
2025-03-03;Berenjena;Kilogramo;73;Bogotá;4452;4582;Otros
2025-03-03;Calabacín;Bolsa;99;Boyacá;8512;8690;Otros
2025-03-03;Calabacín;Bolsa;41;Sogamoso;7690;7841;Otros
2025-03-03;Calabacín;Bolsa;18;Tunja;7579;7730;Otros
2025-03-03;Calabacín;Bolsa;71;Bogotá;7553;7610;Otros
2025-03-03;Chócolo Mazorca;Bulto;34;Boyacá;176505;176561;Otros
2025-03-03;Chócolo Mazorca;Bulto;32;Sogamoso;174781;174903;Otros
2025-03-03;Chócolo Mazorca;Bulto;81;Tunja;185494;185574;Otros
2025-03-03;Chócolo Mazorca;Bulto;80;Bogotá;182245;182327;Otros
2025-03-03;Cidra;Kilogramo;85;Boyacá;2754;2938;Otros
2025-03-03;Cidra;Kilogramo;54;Sogamoso;2487;2675;Otros
2025-03-03;Cidra;Kilogramo;62;Tunja;2536;2647;Otros
2025-03-03;Cidra;Kilogramo;43;Bogotá;2423;2514;Otros
2025-03-03;Pepino Cohombro;Kilogramo;24;Boyacá;3681;3850;Verdura
2025-03-03;Pepino Cohombro;Kilogramo;77;Sogamoso;4486;4636;Verdura
2025-03-03;Pepino Cohombro;Kilogramo;96;Tunja;4420;4590;Verdura
2025-03-03;Pepino Cohombro;Kilogramo;75;Bogotá;4373;4512;Verdura
2025-03-03;Pepino De Rellenar (Caja);Caja De Cartón;67;Boyacá;33174;33335;Verdura
2025-03-03;Pepino De Rellenar (Caja);Caja De Cartón;50;Sogamoso;33456;33557;Verdura
2025-03-03;Pepino De Rellenar (Caja);Caja De Cartón;23;Tunja;33209;33329;Verdura
2025-03-03;Pepino De Rellenar (Caja);Caja De Cartón;30;Bogotá;34191;34277;Verdura
2025-03-03;Pepino De Rellenar (Canastilla);Canastilla;48;Boyacá;39520;39713;Verdura
2025-03-03;Pepino De Rellenar (Canastilla);Canastilla;79;Sogamoso;35693;35847;Verdura
2025-03-03;Pepino De Rellenar (Canastilla);Canastilla;52;Tunja;40015;40170;Verdura
2025-03-03;Pepino De Rellenar (Canastilla);Canastilla;26;Bogotá;36982;37049;Verdura
2025-03-03;Pimentón;Kilogramo;4;Boyacá;5370;5521;Otros
2025-03-03;Pimentón;Kilogramo;25;Sogamoso;5338;5531;Otros
2025-03-03;Pimentón;Kilogramo;94;Tunja;6145;6266;Otros
2025-03-03;Pimentón;Kilogramo;53;Bogotá;6033;6161;Otros
2025-03-03;Remolacha;Bulto;98;Boyacá;84075;84208;Verdura
2025-03-03;Remolacha;Bulto;89;Sogamoso;87981;88103;Verdura
2025-03-03;Remolacha;Bulto;34;Tunja;84324;84509;Verdura
2025-03-03;Remolacha;Bulto;56;Bogotá;86561;86668;Verdura
2025-03-03;Rábano Rojo;Atado/Manojo;85;Boyacá;8885;8988;Otros
2025-03-03;Rábano Rojo;Atado/Manojo;16;Sogamoso;8009;8190;Otros
2025-03-03;Rábano Rojo;Atado/Manojo;59;Tunja;10340;10464;Otros
2025-03-03;Rábano Rojo;Atado/Manojo;58;Bogotá;10095;10163;Otros
2025-03-03;Zanahoria;Bulto;18;Boyacá;125794;125951;Verdura
2025-03-03;Zanahoria;Bulto;93;Sogamoso;130533;130727;Verdura
2025-03-03;Zanahoria;Bulto;90;Tunja;126941;127122;Verdura
2025-03-03;Zanahoria;Bulto;56;Bogotá;127615;127768;Verdura
2025-03-03;Cebolla Cabezona Blanca;Bulto;48;Boyacá;75041;75199;Verdura
2025-03-03;Cebolla Cabezona Blanca;Bulto;33;Sogamoso;81931;82080;Verdura
2025-03-03;Cebolla Cabezona Blanca;Bulto;21;Tunja;78159;78354;Verdura
2025-03-03;Cebolla Cabezona Blanca;Bulto;58;Bogotá;78437;78584;Verdura
2025-03-03;Cebolla Cabezona Roja;Bulto;79;Boyacá;105751;105896;Verdura
2025-03-03;Cebolla Cabezona Roja;Bulto;73;Sogamoso;110003;110185;Verdura
2025-03-03;Cebolla Cabezona Roja;Bulto;69;Tunja;114276;114460;Verdura
2025-03-03;Cebolla Cabezona Roja;Bulto;90;Bogotá;102723;102901;Verdura
2025-03-03;Cebolla Lunaquita Aquitania;Atado/Manojo;52;Boyacá;83201;83262;Verdura
2025-03-03;Cebolla Lunaquita Aquitania;Atado/Manojo;70;Sogamoso;79922;80055;Verdura
2025-03-03;Cebolla Lunaquita Aquitania;Atado/Manojo;19;Tunja;87117;87171;Verdura
2025-03-03;Cebolla Lunaquita Aquitania;Atado/Manojo;54;Bogotá;84056;84123;Verdura
2025-03-03;Cebolla Puerro;Atado/Manojo;64;Boyacá;46921;46996;Verdura
2025-03-03;Cebolla Puerro;Atado/Manojo;70;Sogamoso;43405;43553;Verdura
2025-03-03;Cebolla Puerro;Atado/Manojo;43;Tunja;44194;44347;Verdura
2025-03-03;Cebolla Puerro;Atado/Manojo;63;Bogotá;47713;47903;Verdura
2025-03-03;Tomate Chonto;Canastilla;51;Boyacá;36025;36093;Verdura
2025-03-03;Tomate Chonto;Canastilla;20;Sogamoso;34334;34533;Verdura
2025-03-03;Tomate Chonto;Canastilla;31;Tunja;35141;35291;Verdura
2025-03-03;Tomate Chonto;Canastilla;89;Bogotá;42856;42954;Verdura
2025-03-03;Tomate Larga Vida;Canastilla;59;Boyacá;58089;58145;Verdura
2025-03-03;Tomate Larga Vida;Canastilla;47;Sogamoso;51426;51591;Verdura
2025-03-03;Tomate Larga Vida;Canastilla;68;Tunja;57455;57610;Verdura
2025-03-03;Tomate Larga Vida;Canastilla;19;Bogotá;52323;52419;Verdura
2025-03-03;Acelga;Atado/Manojo;53;Boyacá;10026;10135;Otros
2025-03-03;Acelga;Atado/Manojo;77;Sogamoso;10002;10113;Otros
2025-03-03;Acelga;Atado/Manojo;59;Tunja;10099;10195;Otros
2025-03-03;Acelga;Atado/Manojo;48;Bogotá;9224;9411;Otros
2025-03-03;Apio;Atado/Manojo;32;Boyacá;10795;10979;Otros
2025-03-03;Apio;Atado/Manojo;95;Sogamoso;11106;11300;Otros
2025-03-03;Apio;Atado/Manojo;94;Tunja;10791;10911;Otros
2025-03-03;Apio;Atado/Manojo;35;Bogotá;10510;10679;Otros
2025-03-03;Manzana;Caja;84;Boyacá;3626;3803;Otros
2025-03-03;Manzana;Caja;65;Sogamoso;3170;3260;Otros
2025-03-03;Manzana;Caja;25;Tunja;3755;3814;Otros
2025-03-03;Manzana;Caja;87;Bogotá;3453;3535;Otros
2025-03-03;Banana;Bolsa;75;Boyacá;3176;3358;Otros
2025-03-03;Banana;Bolsa;18;Sogamoso;2332;2398;Otros
2025-03-03;Banana;Bolsa;58;Tunja;2838;2889;Otros
2025-03-03;Banana;Bolsa;21;Bogotá;2242;2344;Otros
2025-03-03;Naranja;Unidad;38;Boyacá;2622;2731;Otros
2025-03-03;Naranja;Unidad;91;Sogamoso;4201;4358;Otros
2025-03-03;Naranja;Unidad;39;Tunja;2812;2888;Otros
2025-03-03;Naranja;Unidad;70;Bogotá;3347;3423;Otros
2025-03-03;Pera;Caja;99;Boyacá;3528;3583;Otros
2025-03-03;Pera;Caja;6;Sogamoso;2852;2927;Otros
2025-03-03;Pera;Caja;43;Tunja;3282;3390;Otros
2025-03-03;Pera;Caja;48;Bogotá;3247;3444;Otros
2025-03-04;Plátano Guineo;Kilogramo;21;Boyacá;2684;2773;Otros
2025-03-04;Plátano Guineo;Kilogramo;90;Sogamoso;3073;3132;Otros
2025-03-04;Plátano Guineo;Kilogramo;34;Tunja;2799;2983;Otros
2025-03-04;Plátano Guineo;Kilogramo;16;Bogotá;2317;2411;Otros
2025-03-04;Plátano Hartón Maduro;Bolsa;76;Boyacá;76302;76487;Otros
2025-03-04;Plátano Hartón Maduro;Bolsa;87;Sogamoso;81074;81240;Otros
2025-03-04;Plátano Hartón Maduro;Bolsa;16;Tunja;71479;71585;Otros
2025-03-04;Plátano Hartón Maduro;Bolsa;5;Bogotá;81033;81126;Otros
2025-03-04;Plátano Hartón Verde;Bolsa;71;Boyacá;77032;77149;Otros
2025-03-04;Plátano Hartón Verde;Bolsa;96;Sogamoso;77331;77426;Otros
2025-03-04;Plátano Hartón Verde;Bolsa;73;Tunja;82951;83099;Otros
2025-03-04;Plátano Hartón Verde;Bolsa;9;Bogotá;76145;76269;Otros
2025-03-04;Plátano Hartón Verde Llanero;Canastilla;22;Boyacá;86797;86986;Otros
2025-03-04;Plátano Hartón Verde Llanero;Canastilla;7;Sogamoso;84714;84866;Otros
2025-03-04;Plátano Hartón Verde Llanero;Canastilla;41;Tunja;90828;90921;Otros
2025-03-04;Plátano Hartón Verde Llanero;Canastilla;2;Bogotá;81547;81741;Otros
2025-03-04;Papa R-12 Negra;Bulto;63;Boyacá;34976;35039;Tuberculo
2025-03-04;Papa R-12 Negra;Bulto;97;Sogamoso;38812;38963;Tuberculo
2025-03-04;Papa R-12 Negra;Bulto;53;Tunja;38857;39013;Tuberculo
2025-03-04;Papa R-12 Negra;Bulto;34;Bogotá;37362;37413;Tuberculo
2025-03-04;Papa R-12 Roja;Bulto;8;Boyacá;35807;35888;Tuberculo
2025-03-04;Papa R-12 Roja;Bulto;56;Sogamoso;35441;35584;Tuberculo
2025-03-04;Papa R-12 Roja;Bulto;7;Tunja;38462;38641;Tuberculo
2025-03-04;Papa R-12 Roja;Bulto;35;Bogotá;38735;38882;Tuberculo
2025-03-04;Papa Criolla Limpia;Bulto;22;Boyacá;224081;224182;Tuberculo
2025-03-04;Papa Criolla Limpia;Bulto;21;Sogamoso;271981;272170;Tuberculo
2025-03-04;Papa Criolla Limpia;Bulto;11;Tunja;245360;245423;Tuberculo
2025-03-04;Papa Criolla Limpia;Bulto;33;Bogotá;255317;255468;Tuberculo
2025-03-04;Papa Criolla Sucia;Bulto;77;Boyacá;170921;171035;Tuberculo
2025-03-04;Papa Criolla Sucia;Bulto;46;Sogamoso;156592;156768;Tuberculo
2025-03-04;Papa Criolla Sucia;Bulto;55;Tunja;167642;167831;Tuberculo
2025-03-04;Papa Criolla Sucia;Bulto;54;Bogotá;165463;165614;Tuberculo
2025-03-04;Papa Parda Pastusa;Bulto;47;Boyacá;48107;48242;Tuberculo
2025-03-04;Papa Parda Pastusa;Bulto;68;Sogamoso;46582;46740;Tuberculo
2025-03-04;Papa Parda Pastusa;Bulto;57;Tunja;49923;50017;Tuberculo
2025-03-04;Papa Parda Pastusa;Bulto;23;Bogotá;50303;50386;Tuberculo
2025-03-04;Papa Sabanera;Bulto;21;Boyacá;118143;118202;Tuberculo
2025-03-04;Papa Sabanera;Bulto;52;Sogamoso;112911;113005;Tuberculo
2025-03-04;Papa Sabanera;Bulto;52;Tunja;118353;118532;Tuberculo
2025-03-04;Papa Sabanera;Bulto;49;Bogotá;122744;122889;Tuberculo
2025-03-04;Papa Superior;Bulto;45;Boyacá;55417;55483;Tuberculo
2025-03-04;Papa Superior;Bulto;59;Sogamoso;57266;57457;Tuberculo
2025-03-04;Papa Superior;Bulto;10;Tunja;57718;57804;Tuberculo
2025-03-04;Papa Superior;Bulto;40;Bogotá;59116;59171;Tuberculo
2025-03-04;Papa Única;Bulto;79;Boyacá;33948;34088;Tuberculo
2025-03-04;Papa Única;Bulto;30;Sogamoso;34185;34309;Tuberculo
2025-03-04;Papa Única;Bulto;24;Tunja;33583;33645;Tuberculo
2025-03-04;Papa Única;Bulto;49;Bogotá;30724;30846;Tuberculo
2025-03-04;Yuca Llanera;Bolsa;90;Boyacá;119660;119838;Tuberculo
2025-03-04;Yuca Llanera;Bolsa;68;Sogamoso;111524;111708;Tuberculo
2025-03-04;Yuca Llanera;Bolsa;92;Tunja;122490;122578;Tuberculo
2025-03-04;Yuca Llanera;Bolsa;32;Bogotá;118388;118545;Tuberculo
2025-03-04;Arveja Verde En Vaina;Bulto;79;Boyacá;207702;207862;Otros
2025-03-04;Arveja Verde En Vaina;Bulto;15;Sogamoso;207927;208027;Otros
2025-03-04;Arveja Verde En Vaina;Bulto;82;Tunja;219730;219820;Otros
2025-03-04;Arveja Verde En Vaina;Bulto;3;Bogotá;215344;215522;Otros
2025-03-04;Arveja Verde En Vaina Pastusa;Bulto;21;Boyacá;166915;167069;Otros
2025-03-04;Arveja Verde En Vaina Pastusa;Bulto;75;Sogamoso;163402;163546;Otros
2025-03-04;Arveja Verde En Vaina Pastusa;Bulto;49;Tunja;162975;163093;Otros
2025-03-04;Arveja Verde En Vaina Pastusa;Bulto;57;Bogotá;171423;171573;Otros
2025-03-04;Frijol Verde Cargamanto;Bulto;12;Boyacá;198740;198913;Otros
2025-03-04;Frijol Verde Cargamanto;Bulto;71;Sogamoso;203786;203849;Otros
2025-03-04;Frijol Verde Cargamanto;Bulto;32;Tunja;201073;201179;Otros
2025-03-04;Frijol Verde Cargamanto;Bulto;3;Bogotá;224071;224154;Otros
2025-03-04;Habichuela;Bulto;26;Boyacá;229763;229898;Verdura
2025-03-04;Habichuela;Bulto;32;Sogamoso;234273;234452;Verdura
2025-03-04;Habichuela;Bulto;72;Tunja;231698;231780;Verdura
2025-03-04;Habichuela;Bulto;2;Bogotá;231837;231901;Verdura
2025-03-04;Ahuyama;Kilogramo;21;Boyacá;2302;2469;Verdura
2025-03-04;Ahuyama;Kilogramo;39;Sogamoso;2474;2543;Verdura
2025-03-04;Ahuyama;Kilogramo;1;Tunja;2218;2282;Verdura
2025-03-04;Ahuyama;Kilogramo;84;Bogotá;2818;2908;Verdura
2025-03-04;Ahuyamin (Sakata);Bulto;94;Boyacá;64173;64239;Otros
2025-03-04;Ahuyamin (Sakata);Bulto;70;Sogamoso;63403;63580;Otros
2025-03-04;Ahuyamin (Sakata);Bulto;92;Tunja;54252;54413;Otros
2025-03-04;Ahuyamin (Sakata);Bulto;87;Bogotá;54695;54806;Otros
2025-03-04;Ajo;Atado/Manojo;40;Boyacá;56755;56915;Verdura
2025-03-04;Ajo;Atado/Manojo;99;Sogamoso;54202;54257;Verdura
2025-03-04;Ajo;Atado/Manojo;23;Tunja;58593;58754;Verdura
2025-03-04;Ajo;Atado/Manojo;70;Bogotá;53551;53704;Verdura
2025-03-04;Ajo Importado;Caja De Cartón;28;Boyacá;67157;67260;Verdura
2025-03-04;Ajo Importado;Caja De Cartón;99;Sogamoso;67523;67681;Verdura
2025-03-04;Ajo Importado;Caja De Cartón;64;Tunja;73401;73510;Verdura
2025-03-04;Ajo Importado;Caja De Cartón;71;Bogotá;72659;72837;Verdura
2025-03-04;Berenjena;Kilogramo;37;Boyacá;4724;4808;Otros
2025-03-04;Berenjena;Kilogramo;93;Sogamoso;5094;5152;Otros
2025-03-04;Berenjena;Kilogramo;37;Tunja;4821;4959;Otros
2025-03-04;Berenjena;Kilogramo;12;Bogotá;4115;4235;Otros
2025-03-04;Calabacín;Bolsa;71;Boyacá;7650;7794;Otros
2025-03-04;Calabacín;Bolsa;50;Sogamoso;8443;8542;Otros
2025-03-04;Calabacín;Bolsa;74;Tunja;7345;7487;Otros
2025-03-04;Calabacín;Bolsa;8;Bogotá;7213;7291;Otros
2025-03-04;Chócolo Mazorca;Bulto;43;Boyacá;169843;170012;Otros
2025-03-04;Chócolo Mazorca;Bulto;74;Sogamoso;175489;175662;Otros
2025-03-04;Chócolo Mazorca;Bulto;14;Tunja;193245;193410;Otros
2025-03-04;Chócolo Mazorca;Bulto;79;Bogotá;169039;169125;Otros
2025-03-04;Cidra;Kilogramo;48;Boyacá;2567;2629;Otros
2025-03-04;Cidra;Kilogramo;66;Sogamoso;2693;2802;Otros
2025-03-04;Cidra;Kilogramo;41;Tunja;2444;2559;Otros
2025-03-04;Cidra;Kilogramo;78;Bogotá;2759;2934;Otros
2025-03-04;Pepino Cohombro;Kilogramo;49;Boyacá;4269;4454;Verdura
2025-03-04;Pepino Cohombro;Kilogramo;59;Sogamoso;4133;4237;Verdura
2025-03-04;Pepino Cohombro;Kilogramo;2;Tunja;3533;3670;Verdura
2025-03-04;Pepino Cohombro;Kilogramo;95;Bogotá;4415;4480;Verdura
2025-03-04;Pepino De Rellenar (Caja);Caja De Cartón;58;Boyacá;32763;32829;Verdura
2025-03-04;Pepino De Rellenar (Caja);Caja De Cartón;46;Sogamoso;34879;35034;Verdura
2025-03-04;Pepino De Rellenar (Caja);Caja De Cartón;68;Tunja;33315;33432;Verdura
2025-03-04;Pepino De Rellenar (Caja);Caja De Cartón;19;Bogotá;32000;32195;Verdura
2025-03-04;Pepino De Rellenar (Canastilla);Canastilla;51;Boyacá;37858;38052;Verdura
2025-03-04;Pepino De Rellenar (Canastilla);Canastilla;59;Sogamoso;39737;39929;Verdura
2025-03-04;Pepino De Rellenar (Canastilla);Canastilla;95;Tunja;40962;41133;Verdura
2025-03-04;Pepino De Rellenar (Canastilla);Canastilla;81;Bogotá;36941;36999;Verdura
2025-03-04;Pimentón;Kilogramo;7;Boyacá;5984;6173;Otros
2025-03-04;Pimentón;Kilogramo;17;Sogamoso;5853;6010;Otros
2025-03-04;Pimentón;Kilogramo;8;Tunja;6075;6272;Otros
2025-03-04;Pimentón;Kilogramo;1;Bogotá;5499;5557;Otros
2025-03-04;Remolacha;Bulto;24;Boyacá;82731;82867;Verdura
2025-03-04;Remolacha;Bulto;99;Sogamoso;84698;84891;Verdura
2025-03-04;Remolacha;Bulto;8;Tunja;81358;81411;Verdura
2025-03-04;Remolacha;Bulto;25;Bogotá;82241;82357;Verdura
2025-03-04;Rábano Rojo;Atado/Manojo;39;Boyacá;9936;10082;Otros
2025-03-04;Rábano Rojo;Atado/Manojo;72;Sogamoso;9670;9843;Otros
2025-03-04;Rábano Rojo;Atado/Manojo;2;Tunja;8612;8696;Otros
2025-03-04;Rábano Rojo;Atado/Manojo;75;Bogotá;9418;9534;Otros
2025-03-04;Zanahoria;Bulto;60;Boyacá;125524;125696;Verdura
2025-03-04;Zanahoria;Bulto;42;Sogamoso;142385;142515;Verdura
2025-03-04;Zanahoria;Bulto;41;Tunja;135869;136042;Verdura
2025-03-04;Zanahoria;Bulto;75;Bogotá;140845;141039;Verdura
2025-03-04;Cebolla Cabezona Blanca;Bulto;78;Boyacá;80591;80703;Verdura
2025-03-04;Cebolla Cabezona Blanca;Bulto;72;Sogamoso;77151;77293;Verdura
2025-03-04;Cebolla Cabezona Blanca;Bulto;72;Tunja;79841;79974;Verdura
2025-03-04;Cebolla Cabezona Blanca;Bulto;72;Bogotá;78528;78590;Verdura
2025-03-04;Cebolla Cabezona Roja;Bulto;17;Boyacá;107403;107584;Verdura
2025-03-04;Cebolla Cabezona Roja;Bulto;89;Sogamoso;112727;112783;Verdura
2025-03-04;Cebolla Cabezona Roja;Bulto;17;Tunja;111846;111901;Verdura
2025-03-04;Cebolla Cabezona Roja;Bulto;30;Bogotá;107098;107221;Verdura
2025-03-04;Cebolla Lunaquita Aquitania;Atado/Manojo;56;Boyacá;79439;79510;Verdura
2025-03-04;Cebolla Lunaquita Aquitania;Atado/Manojo;57;Sogamoso;82449;82539;Verdura
2025-03-04;Cebolla Lunaquita Aquitania;Atado/Manojo;90;Tunja;75224;75315;Verdura
2025-03-04;Cebolla Lunaquita Aquitania;Atado/Manojo;11;Bogotá;86442;86631;Verdura
2025-03-04;Cebolla Puerro;Atado/Manojo;14;Boyacá;46590;46677;Verdura
2025-03-04;Cebolla Puerro;Atado/Manojo;75;Sogamoso;43576;43690;Verdura
2025-03-04;Cebolla Puerro;Atado/Manojo;91;Tunja;46028;46150;Verdura
2025-03-04;Cebolla Puerro;Atado/Manojo;58;Bogotá;43778;43934;Verdura
2025-03-04;Tomate Chonto;Canastilla;90;Boyacá;37797;37941;Verdura
2025-03-04;Tomate Chonto;Canastilla;28;Sogamoso;35646;35841;Verdura
2025-03-04;Tomate Chonto;Canastilla;32;Tunja;38582;38757;Verdura
2025-03-04;Tomate Chonto;Canastilla;17;Bogotá;37336;37520;Verdura
2025-03-04;Tomate Larga Vida;Canastilla;63;Boyacá;52898;53000;Verdura
2025-03-04;Tomate Larga Vida;Canastilla;66;Sogamoso;53392;53523;Verdura
2025-03-04;Tomate Larga Vida;Canastilla;48;Tunja;54817;54870;Verdura
2025-03-04;Tomate Larga Vida;Canastilla;78;Bogotá;54883;55007;Verdura
2025-03-04;Acelga;Atado/Manojo;94;Boyacá;9978;10140;Otros
2025-03-04;Acelga;Atado/Manojo;94;Sogamoso;9387;9526;Otros
2025-03-04;Acelga;Atado/Manojo;94;Tunja;10469;10656;Otros
2025-03-04;Acelga;Atado/Manojo;92;Bogotá;9697;9851;Otros
2025-03-04;Apio;Atado/Manojo;82;Boyacá;10580;10770;Otros
2025-03-04;Apio;Atado/Manojo;48;Sogamoso;10651;10809;Otros
2025-03-04;Apio;Atado/Manojo;89;Tunja;10972;11085;Otros
2025-03-04;Apio;Atado/Manojo;40;Bogotá;10117;10300;Otros
2025-03-04;Manzana;Caja;72;Boyacá;4107;4279;Otros
2025-03-04;Manzana;Caja;19;Sogamoso;3348;3481;Otros
2025-03-04;Manzana;Caja;52;Tunja;3525;3655;Otros
2025-03-04;Manzana;Caja;5;Bogotá;2954;3044;Otros
2025-03-04;Banana;Bolsa;34;Boyacá;2040;2133;Otros
2025-03-04;Banana;Bolsa;48;Sogamoso;2533;2617;Otros
2025-03-04;Banana;Bolsa;79;Tunja;2911;2963;Otros
2025-03-04;Banana;Bolsa;19;Bogotá;2408;2582;Otros
2025-03-04;Naranja;Unidad;18;Boyacá;2359;2463;Otros
2025-03-04;Naranja;Unidad;13;Sogamoso;2738;2805;Otros
2025-03-04;Naranja;Unidad;68;Tunja;3315;3402;Otros
2025-03-04;Naranja;Unidad;38;Bogotá;2918;3108;Otros
2025-03-04;Pera;Caja;22;Boyacá;2989;3148;Otros
2025-03-04;Pera;Caja;68;Sogamoso;3387;3540;Otros
2025-03-04;Pera;Caja;17;Tunja;2596;2777;Otros
2025-03-04;Pera;Caja;40;Bogotá;3388;3581;Otros
2025-03-05;Plátano Guineo;Kilogramo;11;Boyacá;2548;2692;Otros
2025-03-05;Plátano Guineo;Kilogramo;98;Sogamoso;3090;3242;Otros
2025-03-05;Plátano Guineo;Kilogramo;65;Tunja;2882;3011;Otros
2025-03-05;Plátano Guineo;Kilogramo;65;Bogotá;2970;3083;Otros
2025-03-05;Plátano Hartón Maduro;Bolsa;7;Boyacá;72562;72637;Otros
2025-03-05;Plátano Hartón Maduro;Bolsa;6;Sogamoso;77434;77601;Otros
2025-03-05;Plátano Hartón Maduro;Bolsa;55;Tunja;75997;76167;Otros
2025-03-05;Plátano Hartón Maduro;Bolsa;63;Bogotá;82092;82270;Otros
2025-03-05;Plátano Hartón Verde;Bolsa;21;Boyacá;83268;83362;Otros
2025-03-05;Plátano Hartón Verde;Bolsa;93;Sogamoso;75600;75695;Otros
